date,split,F
196701,train,0.023871724339888184
196702,train,0.013947273757471682
196703,train,0.00939677131027256
196704,train,0.013956594785760773
196705,train,0.024927208493963675
196706,train,0.012637361187201619
196707,train,0.010198434720922318
196708,train,0.010219610657498244
196709,train,0.019836476413109982
196710,train,0.0055347085409806806
196711,train,0.019671225484074573
196712,train,0.0030415758360676625
196801,train,0.012055118444948314
196802,train,0.008232583615390504
196803,train,-0.00785544251163303
196804,train,0.017102031572033105
196805,train,0.018391021005944464
196806,train,0.0058532465695321015
196807,train,0.008954923918718154
196808,train,0.017757546372313637
196809,train,-0.0024452641322537908
196810,train,0.012382563719729216
196811,train,0.022866386208003776
196812,train,0.004481085079584721
196901,train,0.013924402102345574
196902,train,0.01980940419181339
196903,train,-2.2911974138406684e-06
196904,train,0.012764520400290354
196905,train,0.0028559878602063935
196906,train,0.010916021572384737
196907,train,0.012300068810409057
196908,train,0.015483589268946536
196909,train,0.021397647827405126
196910,train,0.002921017980740981
196911,train,0.006361231815668414
196912,train,0.012269646209621813
197001,train,0.00940365588787327
197002,train,0.0045224202287496105
197003,train,0.01436721126385056
197004,train,0.00261404493972399
197005,train,0.01452032764488172
197006,train,0.003941136487062577
197007,train,0.028969254787081587
197008,train,0.01291010421523803
197009,train,0.012080654340151873
197010,train,0.0028874665416675107
197011,train,0.018717833056252256
197012,train,0.02421270212981521
197101,train,0.006690014075593789
197102,train,0.021486968055437324
197103,train,0.005205544896173192
197104,train,0.018474277903770264
197105,train,0.012283349018209065
197106,train,0.00864478715391875
197107,train,0.012021390182455266
197108,train,0.0038177909531216456
197109,train,0.01664461065831782
197110,train,0.00559163307870902
197111,train,0.005189020991051488
197112,train,0.016045477524323136
197201,valid,-0.005359787093791115
197202,valid,-0.004419702941898632
197203,valid,-0.0007609634485431205
197204,valid,0.010849464259526825
197205,valid,0.015882030853099395
197206,valid,-0.010098231715213592
197207,valid,0.01113600797824214
197208,valid,0.007183217833586606
197209,valid,0.008204804587544159
197210,valid,0.03366644112561459
197211,valid,0.003093292543697876
197212,valid,0.005306357015898336
197301,valid,-0.0032089607945815003
197302,valid,0.0015242471607495225
197303,valid,0.0030835314351770025
197304,valid,-0.003072840750987258
197305,valid,0.00441029037987068
197306,valid,0.018917977873873337
197307,valid,0.02096037263992129
197308,valid,-0.018227125335446636
197309,valid,0.003728110354277581
197310,valid,0.00010318934496948966
197311,valid,-5.602371096487778e-05
197312,valid,0.014258142948292567
197401,test,-0.0031125079379600014
197402,test,-0.012795182502802444
197403,test,0.01934209154298177
197404,test,0.00786399967496547
197405,test,0.003825036613000672
197406,test,0.028165972653057855
197407,test,0.008634157922949668
197408,test,0.02030884616594931
197409,test,0.004884223628213127
197410,test,0.012073368772282793
197411,test,0.0063632680948850565
197412,test,-0.0024867379263501512
197501,test,0.0010557603613573071
197502,test,0.007879553407091951
197503,test,0.018066845220823198
197504,test,-0.005489057263480559
197505,test,0.004705105014989216
197506,test,-0.000549379366657143
197507,test,0.012458220771822804
197508,test,0.008029888037568982
197509,test,-0.005272249770076042
197510,test,-0.015642454055014358
197511,test,0.008242959152033942
197512,test,0.010502202717515112
197601,test,0.014485954632903877
197602,test,-0.004824537915005311
197603,test,-0.004359962596403035
197604,test,-0.0011348564000768532
197605,test,-0.014619245063298973
197606,test,6.08804622793677e-05
197607,test,-0.018386790255839197
197608,test,0.006582555802007443
197609,test,0.02301840714129001
197610,test,0.0018201411199160124
197611,test,0.003778065243475266
197612,test,0.02112957526713785
197701,test,0.017456085296441406
197702,test,0.001147552437871023
197703,test,-0.014805635413030241
197704,test,0.012314449340405658
197705,test,0.0033650204390014505
197706,test,-0.00568646977456076
197707,test,0.02021496678243938
197708,test,-0.0019063797428177064
197709,test,-0.018231258751479636
197710,test,0.02080201348810999
197711,test,0.015213564394979617
197712,test,-0.0026142499943645537
